player,nation,pos,squad,born,90s,gls,sh,sot,sot_perc,sh_per_90,sot_per_90,g_per_Sh,g_per_sot,dist,fk,pk,pk_att,year,league
Vitali Kutuzov,by BLR,FW,Bari,1980,9.6,1,,6,,,0.63,,0.17,,,0,0,2010,Italian
Zsolt Laczkó,hu HUN,"DF,GK",Sampdoria,1986,6.2,0,,1,,,0.16,,0,,,0,0,2010,Italian
Simon Laner,it ITA,MF,Cagliari,1984,3.5,0,,0,,,0,,,,,0,0,2010,Italian
Davide Lanzafame,it ITA,"FW,MF",Juventus,1987,0.6,0,,0,,,0,,,,,0,0,2010,Italian
Davide Lanzafame,it ITA,"FW,MF",Brescia,1987,4.9,0,,8,,,1.64,,0,,,0,0,2010,Italian
Maurizio Lauro,it ITA,DF,Cesena,1981,21.9,0,,0,,,0,,,,,0,0,2010,Italian
Ezequiel Lavezzi,ar ARG,"FW,MF",Napoli,1985,29.4,6,,34,,,1.16,,0.18,,,0,0,2010,Italian
Andrea Lazzari,it ITA,MF,Cagliari,1984,20.4,1,,11,,,0.54,,0.09,,,0,0,2010,Italian
Nicola Leali,it ITA,GK,Brescia,1993,1,0,,0,,,0,,,,,0,0,2010,Italian
Cristian Ledesma,it ITA,MF,Lazio,1982,29.7,1,,10,,,0.34,,0.1,,,0,0,2010,Italian
Pablo Ledesma,ar ARG,MF,Catania,1984,25.1,2,,4,,,0.16,,0.5,,,0,0,2010,Italian
Nicola Legrottaglie,it ITA,DF,Juventus,1976,2.4,1,,1,,,0.42,,1,,,0,0,2010,Italian
Nicola Legrottaglie,it ITA,DF,Milan,1976,0.4,0,,0,,,0,,,,,0,0,2010,Italian
Alberto Libertazzi,it ITA,FW,Juventus,1992,0,0,,0,,,0,,,,,0,0,2010,Italian
Stephan Lichtsteiner,ch SUI,"DF,MF",Lazio,1984,32.4,0,,4,,,0.12,,0,,,0,0,2010,Italian
Fabio Liverani,it ITA,MF,Palermo,1976,5,0,,0,,,0,,,,,0,0,2010,Italian
Adem Ljajić,rs SRB,"FW,MF",Fiorentina,1991,15.3,3,,12,,,0.78,,0.08,,,2,3,2010,Italian
Cristian Llama,ar ARG,MF,Catania,1986,5.4,1,,2,,,0.37,,0.5,,,0,0,2010,Italian
Bogdan Lobonț,ro ROU,GK,Roma,1978,5.5,0,,0,,,0,,,,,0,0,2010,Italian
Francesco Lodi,it ITA,MF,Catania,1984,10.6,3,,10,,,0.95,,0.3,,,0,0,2010,Italian
Maxi López,ar ARG,FW,Catania,1984,31.1,8,,30,,,0.96,,0.23,,,1,1,2010,Italian
Simone Loria,it ITA,DF,Roma,1976,3.5,2,,2,,,0.57,,1,,,0,0,2010,Italian
Alessandro Lucarelli,it ITA,DF,Parma,1977,32,1,,1,,,0.03,,1,,,0,0,2010,Italian
Cristiano Lucarelli,it ITA,FW,Napoli,1975,2.6,1,,5,,,1.96,,0.2,,,0,0,2010,Italian
Stefano Lucchini,it ITA,DF,Sampdoria,1980,23,0,,2,,,0.09,,0,,,0,0,2010,Italian
Luciano,br BRA,MF,Chievo,1975,2.3,0,,2,,,0.85,,0,,,0,0,2010,Italian
Lúcio,br BRA,DF,Inter,1978,29.9,1,,8,,,0.27,,0.13,,,0,0,2010,Italian
Cristiano Lupatelli,it ITA,GK,Bologna,1978,0.2,0,,0,,,0,,,,,0,0,2010,Italian
Massimo Maccarone,it ITA,FW,Sampdoria,1979,14.2,3,,11,,,0.77,,0.18,,,1,2,2010,Italian
Massimo Maccarone,it ITA,FW,Palermo,1979,6.4,2,,9,,,1.4,,0.22,,,0,0,2010,Italian
Federico Macheda,it ITA,FW,Sampdoria,1991,5.3,0,,3,,,0.56,,0,,,0,0,2010,Italian
Christian Maggio,it ITA,"DF,MF",Napoli,1982,31.1,4,,11,,,0.35,,0.36,,,0,0,2010,Italian
Raffaele Maiello,it ITA,MF,Napoli,1991,1.2,0,,0,,,0,,,,,0,0,2010,Italian
Dominique Malonga,cg CGO,FW,Cesena,1989,7.8,2,,12,,,1.53,,0.17,,,0,0,2010,Italian
Mancini,br BRA,"FW,MF",Inter,1980,0.1,0,,0,,,0,,,,,0,0,2010,Italian
Davide Mandelli,it ITA,DF,Chievo,1977,17.5,2,,3,,,0.17,,0.67,,,0,0,2010,Italian
Daniele Mannini,it ITA,MF,Sampdoria,1983,18.9,2,,8,,,0.42,,0.25,,,0,0,2010,Italian
Andrea Mantovani,it ITA,DF,Chievo,1984,30.6,0,,5,,,0.16,,0,,,0,0,2010,Italian
Juan Manuel Vargas,pe PER,"DF,MF",Fiorentina,1983,18.2,4,,18,,,0.99,,0.22,,,0,0,2010,Italian
Giovanni Marchese,it ITA,DF,Catania,1984,11.1,0,,0,,,0,,,,,0,0,2010,Italian
Marco Marchionni,it ITA,MF,Fiorentina,1980,13.6,1,,8,,,0.59,,0.13,,,0,0,2010,Italian
Claudio Marchisio,it ITA,MF,Juventus,1986,31.1,4,,14,,,0.45,,0.29,,,0,0,2010,Italian
Michele Marcolini,it ITA,MF,Chievo,1975,14.6,2,,6,,,0.41,,0.33,,,0,1,2010,Italian
McDonald Mariga,ke KEN,MF,Inter,1987,3.7,0,,2,,,0.54,,0,,,0,0,2010,Italian
Guido Marilungo,it ITA,FW,Sampdoria,1989,8.1,0,,4,,,0.5,,0,,,0,0,2010,Italian
Fernando Marqués,es ESP,MF,Parma,1984,12.2,0,,4,,,0.33,,0,,,0,0,2010,Italian
Gilberto Martínez,cr CRC,DF,Brescia,1979,18.3,0,,1,,,0.05,,0,,,0,0,2010,Italian
Gilberto Martínez,cr CRC,DF,Sampdoria,1979,7.8,0,,0,,,0,,,,,0,0,2010,Italian
Jorge Martínez,uy URU,"FW,MF",Juventus,1983,6.3,0,,3,,,0.48,,0,,,0,0,2010,Italian
Raphael Martinho,br BRA,MF,Catania,1988,5.8,0,,2,,,0.34,,0,,,0,0,2010,Italian
Giuseppe Mascara,it ITA,FW,Napoli,1979,5.5,3,,6,,,1.1,,0.5,,,0,0,2010,Italian
Giuseppe Mascara,it ITA,FW,Catania,1979,15.2,1,,12,,,0.79,,0,,,1,1,2010,Italian
Andrea Masiello,it ITA,DF,Bari,1986,35,1,,5,,,0.14,,0,,,1,1,2010,Italian
Salvatore Masiello,it ITA,"DF,MF",Bari,1982,4.3,0,,2,,,0.47,,0,,,0,0,2010,Italian
Marco Materazzi,it ITA,DF,Inter,1973,6.1,0,,0,,,0,,,,,0,0,2010,Italian
Alessandro Matri,it ITA,FW,Cagliari,1984,18.6,11,,25,,,1.34,,0.4,,,1,1,2010,Italian
Alessandro Matri,it ITA,FW,Juventus,1984,13.9,9,,15,,,1.08,,0.6,,,0,0,2010,Italian
Matuzalém,br BRA,MF,Lazio,1980,19,0,,3,,,0.16,,0,,,0,0,2010,Italian
Stefano Mauri,it ITA,"FW,MF",Lazio,1980,25.2,6,,15,,,0.6,,0.4,,,0,0,2010,Italian
Riccardo Meggiorini,it ITA,FW,Bologna,1985,16.7,1,,15,,,0.9,,0.07,,,0,0,2010,Italian
Felipe Melo,br BRA,MF,Juventus,1983,26,1,,8,,,0.31,,0,,,1,1,2010,Italian
Jérémy Ménez,fr FRA,"FW,MF",Roma,1987,19.8,2,,18,,,0.91,,0.11,,,0,0,2010,Italian
Alexander Merkel,kz KAZ,MF,Milan,1992,4.6,0,,1,,,0.22,,0,,,0,0,2010,Italian
Djamel Mesbah,dz ALG,"DF,MF",Lecce,1984,29.5,2,,16,,,0.54,,0.13,,,0,0,2010,Italian
Giandomenico Mesto,it ITA,"DF,MF",Genoa,1982,31,2,,6,,,0.19,,0.33,,,0,0,2010,Italian
Philippe Mexès,fr FRA,DF,Roma,1982,19.8,1,,2,,,0.1,,0.5,,,0,0,2010,Italian
Fabrizio Miccoli,it ITA,FW,Palermo,1979,13.3,9,,22,,,1.66,,0.41,,,0,1,2010,Italian
Giulio Migliaccio,it ITA,"DF,MF",Palermo,1981,33.6,2,,6,,,0.18,,0.33,,,0,0,2010,Italian
Omar Milanetto,it ITA,MF,Genoa,1975,27.1,2,,5,,,0.18,,0.4,,,0,0,2010,Italian
Diego Milito,ar ARG,FW,Inter,1979,15.8,5,,18,,,1.14,,0.28,,,0,0,2010,Italian
Antonio Mirante,it ITA,GK,Parma,1983,35.3,0,,0,,,0,,,,,0,0,2010,Italian
Simone Missiroli,it ITA,MF,Cagliari,1986,7.7,0,,4,,,0.52,,0,,,0,0,2010,Italian
Francesco Modesto,it ITA,"DF,MF",Genoa,1982,0,0,,0,,,0,,,,,0,0,2010,Italian
Francesco Modesto,it ITA,"DF,MF",Parma,1982,12.8,1,,3,,,0.23,,0.33,,,0,0,2010,Italian
Riccardo Montolivo,it ITA,MF,Fiorentina,1985,28.1,2,,13,,,0.46,,0.15,,,0,0,2010,Italian
Vangelis Moras,gr GRE,DF,Bologna,1981,14.3,0,,0,,,0,,,,,0,0,2010,Italian
Santiago Morero,ar ARG,DF,Chievo,1982,3.5,0,,0,,,0,,,,,0,0,2010,Italian
Emiliano Moretti,it ITA,DF,Genoa,1981,9.2,0,,1,,,0.11,,0,,,0,0,2010,Italian
Takayuki Morimoto,jp JPN,"FW,MF",Catania,1988,5.1,1,,6,,,1.18,,0.17,,,0,0,2010,Italian
Archimede Morleo,it ITA,DF,Bologna,1983,6.8,0,,1,,,0.15,,0,,,0,0,2010,Italian
Stefano Morrone,it ITA,MF,Parma,1978,27.1,1,,4,,,0.15,,0.25,,,0,0,2010,Italian
Davide Moscardelli,it ITA,FW,Chievo,1980,21,6,,21,,,1,,0.29,,,0,0,2010,Italian
Marco Motta,it ITA,DF,Juventus,1986,16.8,0,,1,,,0.06,,0,,,0,0,2010,Italian
Thiago Motta,it ITA,MF,Inter,1982,15.2,4,,10,,,0.66,,0.4,,,0,0,2010,Italian
Gaby Mudingayi,be BEL,MF,Bologna,1981,29.8,1,,6,,,0.2,,0.17,,,0,0,2010,Italian
Gianni Munari,it ITA,MF,Lecce,1983,29.2,2,,10,,,0.34,,0.2,,,0,0,2010,Italian
Ezequiel Muñoz,ar ARG,DF,Palermo,1990,32,0,,4,,,0.13,,0,,,0,0,2010,Italian
Sulley Muntari,gh GHA,MF,Inter,1984,2.3,1,,2,,,0.87,,0.5,,,0,0,2010,Italian
Fernando Muslera,uy URU,GK,Lazio,1986,36,0,,0,,,0,,,,,0,0,2010,Italian
Massimo Mutarelli,it ITA,MF,Bologna,1978,7.4,0,,0,,,0,,,,,0,0,2010,Italian
Adrian Mutu,ro ROU,"FW,MF",Fiorentina,1979,16.8,4,,16,,,0.95,,0.25,,,0,0,2010,Italian
Yuto Nagatomo,jp JPN,DF,Inter,1986,10.2,2,,4,,,0.39,,0.5,,,0,0,2010,Italian
Yuto Nagatomo,jp JPN,DF,Cesena,1986,16,0,,4,,,0.25,,0,,,0,0,2010,Italian
Radja Nainggolan,be BEL,MF,Cagliari,1988,32.3,2,,8,,,0.25,,0.25,,,0,0,2010,Italian
Cesare Natali,it ITA,DF,Fiorentina,1979,15.6,0,,1,,,0.06,,0,,,0,0,2010,Italian
Felice Natalino,it ITA,DF,Inter,1992,1.4,0,,0,,,0,,,,,0,0,2010,Italian
Nenê,br BRA,FW,Cagliari,1983,18.2,6,,22,,,1.21,,0.27,,,0,0,2010,Italian
Alessandro Nesta,it ITA,DF,Milan,1976,24.8,0,,1,,,0.04,,0,,,0,0,2010,Italian
Antonio Nocerino,it ITA,MF,Palermo,1985,37.7,4,,16,,,0.42,,0.25,,,0,0,2010,Italian
Joel Obi,ng NGA,MF,Inter,1991,2.8,0,,1,,,0.36,,0,,,0,0,2010,Italian
Pedro Obiang,gq EQG,MF,Sampdoria,1992,1.2,0,,0,,,0,,,,,0,0,2010,Italian
Nwankwo Obiora,ng NGA,"DF,MF",Parma,1991,0,0,,0,,,0,,,,,0,0,2010,Italian
Nwankwo Obiora,ng NGA,"DF,MF",Inter,1991,0.5,0,,0,,,0,,,,,0,0,2010,Italian
Massimo Oddo,it ITA,DF,Milan,1976,4.8,0,,0,,,0,,,,,0,0,2010,Italian
Nnamdi Oduamadi,ng NGA,"FW,MF",Milan,1990,0.1,0,,0,,,0,,,,,0,0,2010,Italian
Edward Ofere,ng NGA,"FW,MF",Lecce,1986,6.9,3,,9,,,1.3,,0.33,,,0,0,2010,Italian
Stefano Okaka,it ITA,FW,Bari,1989,7.5,2,,6,,,0.8,,0.33,,,0,0,2010,Italian
Stefano Okaka,it ITA,FW,Roma,1989,0.6,0,,1,,,1.73,,0,,,0,0,2010,Italian
Filipe Oliveira,pt POR,"DF,MF",Parma,1984,0.3,0,,0,,,0,,,,,0,0,2010,Italian
Rubén Olivera,uy URU,MF,Lecce,1983,27.9,4,,14,,,0.5,,0.29,,,0,0,2010,Italian
Massimo Paci,it ITA,DF,Parma,1978,17.3,0,,4,,,0.23,,0,,,0,0,2010,Italian
Marco Padalino,ch SUI,"DF,MF",Sampdoria,1983,0.3,0,,0,,,0,,,,,0,0,2010,Italian
Daniele Padelli,it ITA,GK,Bari,1985,2,0,,0,,,0,,,,,0,0,2010,Italian
Rodrigo Palacio,ar ARG,FW,Genoa,1982,23.6,9,,21,,,0.89,,0.38,,,1,1,2010,Italian
Gabriel Paletta,it ITA,DF,Parma,1986,26.3,0,,3,,,0.11,,0,,,0,0,2010,Italian
Raffaele Palladino,it ITA,"FW,MF",Parma,1984,6.2,3,,6,,,0.97,,0.5,,,0,0,2010,Italian
Raffaele Palladino,it ITA,"FW,MF",Genoa,1984,2.6,0,,1,,,0.39,,0,,,0,0,2010,Italian
Angelo Palombo,it ITA,MF,Sampdoria,1981,33.4,1,,12,,,0.36,,0.08,,,0,0,2010,Italian
Alberto Paloschi,it ITA,FW,Genoa,1990,4.6,2,,3,,,0.65,,0.67,,,0,0,2010,Italian
Alberto Paloschi,it ITA,FW,Parma,1990,0.3,0,,0,,,0,,,,,0,0,2010,Italian
Goran Pandev,mk MKD,FW,Inter,1983,18.1,2,,12,,,0.66,,0.17,,,0,0,2010,Italian
Michele Paolucci,it ITA,"FW,MF",Palermo,1986,0.3,0,,0,,,0,,,,,0,0,2010,Italian
Sokratis Papastathopoulos,gr GRE,DF,Milan,1988,3.8,0,,0,,,0,,,,,0,0,2010,Italian
Daniele Paponi,it ITA,FW,Bologna,1988,6.3,2,,3,,,0.48,,0.67,,,0,0,2010,Italian
Alessandro Parisi,it ITA,DF,Bari,1977,25.3,2,,9,,,0.36,,0.22,,,0,1,2010,Italian
Marco Parolo,it ITA,MF,Cesena,1985,35.5,5,,18,,,0.51,,0.28,,,0,0,2010,Italian
Manuel Pasqual,it ITA,"DF,MF",Fiorentina,1982,33.3,1,,4,,,0.12,,0.25,,,0,0,2010,Italian
Giovanni Pasquale,it ITA,DF,Udinese,1982,9.6,0,,2,,,0.21,,0,,,0,0,2010,Italian
Javier Pastore,ar ARG,MF,Palermo,1989,32.1,11,,42,,,1.31,,0.26,,,0,1,2010,Italian
Alexandre Pato,br BRA,FW,Milan,1989,17.7,14,,31,,,1.75,,0.45,,,0,0,2010,Italian
Marcos de Paula,br BRA,FW,Chievo,1983,0.8,0,,0,,,0,,,,,0,0,2010,Italian
Nicola Pavarini,it ITA,GK,Parma,1974,2.7,0,,0,,,0,,,,,0,0,2010,Italian
Michele Pazienza,it ITA,MF,Napoli,1982,26.9,1,,3,,,0.11,,0.33,,,0,0,2010,Italian
Giampaolo Pazzini,it ITA,FW,Sampdoria,1984,17.7,6,,17,,,0.96,,0.24,,,2,2,2010,Italian
Giampaolo Pazzini,it ITA,FW,Inter,1984,13.5,11,,19,,,1.41,,0.58,,,0,0,2010,Italian
Luis Pedro Cavanda,be BEL,"DF,MF",Lazio,1991,2.3,0,,0,,,0,,,,,0,0,2010,Italian
João Pedro,br BRA,"FW,MF",Palermo,1992,0.2,0,,0,,,0,,,,,0,0,2010,Italian
Ivan Pelizzoli,it ITA,GK,Cagliari,1980,0.4,0,,0,,,0,,,,,0,0,2010,Italian
Maximiliano Pellegrino,ar ARG,DF,Cesena,1980,25.9,0,,0,,,0,,,,,0,0,2010,Italian
Sergio Pellissier,it ITA,FW,Chievo,1979,33.9,11,,33,,,0.97,,0.3,,,1,1,2010,Italian
Simone Pepe,it ITA,"FW,MF",Juventus,1983,22.3,5,,17,,,0.76,,0.29,,,0,0,2010,Italian
Diego Pérez,uy URU,MF,Bologna,1980,25.2,0,,4,,,0.16,,0,,,0,0,2010,Italian
Gabriele Perico,it ITA,DF,Cagliari,1984,20.9,0,,3,,,0.14,,0,,,0,0,2010,Italian
Mattia Perin,it ITA,GK,Genoa,1992,1,0,,0,,,0,,,,,0,0,2010,Italian
Simone Perrotta,it ITA,MF,Roma,1977,20.3,3,,7,,,0.35,,0.43,,,0,0,2010,Italian
Simone Pesce,it ITA,MF,Catania,1982,4.9,1,,1,,,0.2,,1,,,0,0,2010,Italian
Luigi Piangerelli,it ITA,MF,Cesena,1973,0.4,0,,0,,,0,,,,,0,0,2010,Italian
Ignacio Piatti,ar ARG,"FW,MF",Lecce,1985,13.7,3,,14,,,1.02,,0.21,,,0,0,2010,Italian
Cristiano Piccini,it ITA,DF,Fiorentina,1992,0.1,0,,0,,,0,,,,,0,0,2010,Italian
Alex Pinardi,it ITA,MF,Cagliari,1980,2.9,0,,1,,,0.34,,0,,,0,0,2010,Italian
Mauricio Pinilla,cl CHI,FW,Palermo,1984,13.5,8,,25,,,1.85,,0.28,,,1,1,2010,Italian
Giampiero Pinzi,it ITA,MF,Udinese,1981,30.4,1,,10,,,0.33,,0.1,,,0,0,2010,Italian
Andrea Pirlo,it ITA,MF,Milan,1979,12.7,1,,5,,,0.39,,0.2,,,0,0,2010,Italian
Francesco Pisano,it ITA,DF,Cagliari,1986,14.8,0,,0,,,0,,,,,0,0,2010,Italian
Marco Pisano,it ITA,DF,Parma,1981,2.2,0,,1,,,0.45,,0,,,0,0,2010,Italian
David Pizarro,cl CHI,MF,Roma,1979,20.4,1,,1,,,0.05,,0,,,1,1,2010,Italian
Diego Polenta,uy URU,"DF,MF",Genoa,1992,0.2,0,,0,,,0,,,,,0,0,2010,Italian
Andrea Poli,it ITA,MF,Sampdoria,1989,14.1,0,,2,,,0.14,,0,,,0,0,2010,Italian
Daniele Portanova,it ITA,DF,Bologna,1978,32.7,1,,5,,,0.15,,0.2,,,0,0,2010,Italian
Davide Possanzini,it ITA,"FW,MF",Brescia,1976,7,0,,4,,,0.57,,0,,,0,0,2010,Italian
Alessandro Potenza,it ITA,DF,Catania,1984,18.5,0,,1,,,0.05,,0,,,0,0,2010,Italian
Nicola Pozzi,it ITA,FW,Sampdoria,1986,13.8,6,,15,,,1.09,,0.27,,,2,2,2010,Italian
Nico Pulzetti,it ITA,MF,Bari,1984,9.9,0,,2,,,0.2,,0,,,0,0,2010,Italian
Nico Pulzetti,it ITA,MF,Chievo,1984,2.4,1,,2,,,0.82,,0.5,,,0,0,2010,Italian
Fabio Quagliarella,it ITA,FW,Juventus,1983,14.5,9,,22,,,1.52,,0.41,,,0,0,2010,Italian
Ivan Radovanović,rs SRB,MF,Bologna,1988,5,0,,1,,,0.2,,0,,,0,0,2010,Italian
Ștefan Radu,ro ROU,DF,Lazio,1986,25.2,0,,1,,,0.04,,0,,,0,0,2010,Italian
Rafinha,br BRA,DF,Genoa,1985,29.1,2,,7,,,0.24,,0.29,,,0,0,2010,Italian
Daniele Ragatzu,it ITA,FW,Cagliari,1991,5.3,1,,4,,,0.75,,0.25,,,0,0,2010,Italian
Andrea Raggi,it ITA,DF,Bari,1984,13.7,0,,1,,,0.07,,0,,,0,0,2010,Italian
Gastón Ramírez,uy URU,"FW,MF",Bologna,1990,17.1,4,,10,,,0.58,,0.4,,,0,0,2010,Italian
Luigi Rana,it ITA,FW,Bari,1986,1.4,0,,1,,,0.74,,0,,,0,0,2010,Italian
Andrea Ranocchia,it ITA,DF,Genoa,1988,14.6,2,,3,,,0.21,,0.67,,,0,0,2010,Italian
Andrea Ranocchia,it ITA,DF,Inter,1988,16.5,1,,4,,,0.24,,0.25,,,0,0,2010,Italian
Adrián Ricchiuti,it ITA,MF,Catania,1978,20,1,,12,,,0.6,,0.08,,,0,0,2010,Italian
Luca Rigoni,it ITA,MF,Chievo,1984,26,1,,5,,,0.19,,0.2,,,0,0,2010,Italian
Nicola Rigoni,it ITA,MF,Palermo,1990,1.5,0,,0,,,0,,,,,0,0,2010,Italian
Michele Rinaldi,it ITA,DF,Bari,1987,4.1,0,,0,,,0,,,,,0,0,2010,Italian
Leandro Rinaudo,it ITA,DF,Juventus,1983,0.8,0,,0,,,0,,,,,0,0,2010,Italian
Roope Riski,fi FIN,FW,Cesena,1991,0.2,0,,0,,,0,,,,,0,0,2010,Italian
Andrea Rispoli,it ITA,"DF,MF",Lecce,1988,9,0,,1,,,0.11,,0,,,0,0,2010,Italian
Emanuel Rivas,ar ARG,MF,Bari,1983,10.3,1,,4,,,0.39,,0.25,,,0,0,2010,Italian
Robinho,br BRA,"FW,MF",Milan,1984,25.9,14,,47,,,1.82,,0.3,,,0,0,2010,Italian
Tommaso Rocchi,it ITA,"FW,MF",Lazio,1977,6.2,3,,7,,,1.14,,0.43,,,0,0,2010,Italian
Alejandro Rodríguez,es ESP,FW,Cesena,1991,0.2,0,,0,,,0,,,,,0,0,2010,Italian
Flavio Roma,it ITA,GK,Milan,1974,0.1,0,,0,,,0,,,,,0,0,2010,Italian
Jaime Romero,es ESP,"FW,MF",Bari,1990,5,0,,1,,,0.2,,0,,,0,0,2010,Italian
Ronaldinho,br BRA,"FW,MF",Milan,1980,6.8,0,,6,,,0.89,,0,,,0,0,2010,Italian
Antonio Rosati,it ITA,GK,Lecce,1983,37.4,0,,0,,,0,,,,,0,0,2010,Italian
Aleandro Rosi,it ITA,"DF,MF",Roma,1987,8.8,1,,3,,,0.34,,0.33,,,0,0,2010,Italian
Alessandro Rosina,it ITA,MF,Cesena,1984,3.9,1,,1,,,0.26,,1,,,0,0,2010,Italian
Marco Rossi,it ITA,MF,Genoa,1978,31.2,2,,7,,,0.22,,0.29,,,0,0,2010,Italian
Marco Rossi,it ITA,DF,Bari,1987,26.8,0,,0,,,0,,,,,0,0,2010,Italian
Matteo Rubin,it ITA,"DF,MF",Bologna,1987,27.2,0,,2,,,0.07,,0,,,0,0,2010,Italian
Gergely Rudolf,hu HUN,FW,Bari,1985,9.6,2,,10,,,1.04,,0.2,,,0,1,2010,Italian
Gergely Rudolf,hu HUN,FW,Genoa,1985,4.3,1,,4,,,0.92,,0.25,,,0,0,2010,Italian
Víctor Ruiz,es ESP,"DF,MF",Napoli,1989,6,0,,0,,,0,,,,,0,0,2010,Italian
Amidu Salifu,gh GHA,MF,Fiorentina,1992,0,0,,0,,,0,,,,,0,0,2010,Italian
Hasan Salihamidžić,ba BIH,"DF,MF",Juventus,1977,2.5,0,,0,,,0,,,,,0,0,2010,Italian
Paolo Sammarco,it ITA,MF,Cesena,1983,9.5,1,,4,,,0.42,,0.25,,,0,0,2010,Italian
Walter Samuel,ar ARG,DF,Inter,1978,7.3,0,,0,,,0,,,,,0,0,2010,Italian
Alexis Sánchez,cl CHI,"FW,MF",Udinese,1988,26.5,12,,33,,,1.25,,0.36,,,0,0,2010,Italian
Fabiano Santacroce,it ITA,DF,Napoli,1986,9.1,0,,0,,,0,,,,,0,0,2010,Italian
Mario Santana,ar ARG,MF,Fiorentina,1981,21.4,4,,15,,,0.7,,0.27,,,0,0,2010,Italian
Davide Santon,it ITA,DF,Cesena,1991,9.4,0,,0,,,0,,,,,0,0,2010,Italian
Davide Santon,it ITA,DF,Inter,1991,5.4,0,,1,,,0.19,,0,,,0,0,2010,Italian
Gennaro Sardo,it ITA,DF,Chievo,1979,21.1,2,,6,,,0.28,,0.33,,,0,0,2010,Italian
Lionel Scaloni,ar ARG,"DF,MF",Lazio,1978,6.7,0,,0,,,0,,,,,0,0,2010,Italian
Ezequiel Schelotto,it ITA,"DF,MF",Cesena,1989,10.5,0,,3,,,0.29,,0,,,0,0,2010,Italian
Ignazio Abate,it ITA,"DF,MF",Milan,1986,22.5,0,,2,,,0.09,,0,,,0,0,2009,Italian
Christian Abbiati,it ITA,GK,Milan,1977,8,0,,0,,,0,,,,,0,0,2009,Italian
Elvis Abbruscato,it ITA,FW,Chievo,1981,9.1,2,,8,,,0.88,,0.25,,,0,0,2009,Italian
Pietro Accardi,it ITA,DF,Sampdoria,1982,6.9,0,,0,,,0,,,,,0,0,2009,Italian
Robert Acquafresca,it ITA,FW,Genoa,1987,7.8,2,,6,,,0.76,,0.17,,,1,1,2009,Italian
Robert Acquafresca,it ITA,FW,Atalanta,1987,9.8,1,,12,,,1.23,,0,,,1,1,2009,Italian
Adaílton,br BRA,FW,Bologna,1977,21.9,11,,40,,,1.83,,0.25,,,1,1,2009,Italian
Michael Agazzi,it ITA,GK,Cagliari,1984,3,0,,0,,,0,,,,,0,0,2009,Italian
Alessandro Agostini,it ITA,DF,Cagliari,1979,38,0,,3,,,0.08,,0,,,0,0,2009,Italian
Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,1990,0.8,0,,0,,,0,,,,,0,0,2009,Italian
Danijel Aleksić,rs SRB,"FW,MF",Genoa,1991,0,0,,0,,,0,,,,,0,0,2009,Italian
Riccardo Allegretti,it ITA,MF,Bari,1978,10.3,3,,8,,,0.78,,0.38,,,0,0,2009,Italian
Sergio Almirón,ar ARG,MF,Bari,1980,19.4,5,,20,,,1.03,,0.25,,,0,0,2009,Italian
Édgar Álvarez,hn HON,"DF,MF",Bari,1980,34.1,3,,23,,,0.67,,0.13,,,0,0,2009,Italian
Pablo Álvarez,ar ARG,DF,Catania,1984,23.6,0,,4,,,0.17,,0,,,0,0,2009,Italian
Amauri,it ITA,FW,Juventus,1980,24.8,5,,21,,,0.85,,0.24,,,0,0,2009,Italian
Massimo Ambrosini,it ITA,MF,Milan,1977,25.8,1,,6,,,0.23,,0.17,,,0,0,2009,Italian
Marco Amelia,it ITA,GK,Genoa,1982,30,0,,0,,,0,,,,,0,0,2009,Italian
Nicola Amoruso,it ITA,FW,Atalanta,1974,11.6,1,,5,,,0.43,,0.2,,,0,0,2009,Italian
Nicola Amoruso,it ITA,FW,Parma,1974,11.9,5,,18,,,1.51,,0.17,,,2,4,2009,Italian
Marco Andreolli,it ITA,DF,Roma,1986,4.9,0,,1,,,0.21,,0,,,0,0,2009,Italian
Mariano Andújar,ar ARG,GK,Catania,1983,34.6,0,,0,,,0,,,,,0,0,2009,Italian
Filippo Antonelli,it ITA,MF,Bari,1978,1.1,0,,0,,,0,,,,,0,0,2009,Italian
Luca Antonelli,it ITA,"DF,MF",Parma,1987,14.5,1,,6,,,0.41,,0.17,,,0,0,2009,Italian
Luca Antonini,it ITA,"DF,MF",Milan,1982,19.6,1,,2,,,0.1,,0.5,,,0,0,2009,Italian
Stephen Appiah,gh GHA,MF,Bologna,1980,1.2,0,,0,,,0,,,,,0,0,2009,Italian
Luca Ariatti,it ITA,"DF,MF",Chievo,1978,10.5,0,,5,,,0.48,,0,,,0,0,2009,Italian
Lorenzo Ariaudo,it ITA,DF,Cagliari,1989,7.8,0,,0,,,0,,,,,0,0,2009,Italian
Marko Arnautović,at AUT,"FW,MF",Inter,1989,0.7,0,,0,,,0,,,,,0,0,2009,Italian
John Arne Riise,no NOR,"DF,MF",Roma,1980,34.3,5,,21,,,0.61,,0.24,,,0,0,2009,Italian
Salvatore Aronica,it ITA,DF,Napoli,1978,22.9,0,,4,,,0.17,,0,,,0,0,2009,Italian
Kwadwo Asamoah,gh GHA,"DF,MF",Udinese,1988,23.7,1,,10,,,0.42,,0.1,,,0,0,2009,Italian
Davide Astori,it ITA,DF,Cagliari,1987,33.8,2,,4,,,0.12,,0.5,,,0,0,2009,Italian
